outfit_name,category,bbox_coord,product_name
101296.jpg,shoe,"[188.34393310546875, 513.3875732421875, 253.7353973388672, 599.8583374023438]",101296_shoe.jpg
101304.jpg,bag,"[257.4908752441406, 232.94065856933594, 300.2189025878906, 312.05816650390625]",101304_bag.jpg
101304.jpg,jacket,"[101.15068054199219, 96.88206481933594, 287.14959716796875, 300.29742431640625]",101304_jacket.jpg
101304.jpg,shoe,"[163.07876586914062, 522.4402465820312, 225.21653747558594, 593.94091796875]",101304_shoe.jpg
101304.jpg,shorts,"[121.58126068115234, 273.41107177734375, 271.93731689453125, 336.2805480957031]",101304_shorts.jpg
10132.jpg,bag,"[100.66365814208984, 328.8160705566406, 169.27491760253906, 426.6690673828125]",10132_bag.jpg
10132.jpg,hat,"[180.94879150390625, 47.81729507446289, 250.03623962402344, 96.78594207763672]",10132_hat.jpg
10132.jpg,shirt,"[152.16146850585938, 142.2266082763672, 260.84796142578125, 278.255126953125]",10132_shirt.jpg
10132.jpg,shoe,"[175.5266876220703, 496.0155029296875, 232.5794219970703, 561.4056396484375]",10132_shoe.jpg
10132.jpg,skirt,"[128.0582733154297, 252.88731384277344, 263.8175048828125, 359.9430847167969]",10132_skirt.jpg
101339.jpg,bag,"[74.78338623046875, 367.9149475097656, 145.11244201660156, 466.560302734375]",101339_bag.jpg
101339.jpg,dress,"[107.20458221435547, 141.1927947998047, 236.646484375, 363.968017578125]",101339_dress.jpg
101339.jpg,shoe,"[141.7712860107422, 505.4759521484375, 205.97543334960938, 584.873779296875]",101339_shoe.jpg
101393.jpg,bag,"[231.7365264892578, 378.8103332519531, 315.2286682128906, 501.92987060546875]",101393_bag.jpg
101393.jpg,dress,"[125.8026351928711, 107.65736389160156, 239.1953582763672, 363.5973205566406]",101393_dress.jpg
101393.jpg,shoe,"[96.28559112548828, 475.72344970703125, 233.36448669433594, 567.2429809570312]",101393_shoe.jpg
101443.jpg,shirt,"[117.60597229003906, 107.95503997802734, 262.86468505859375, 266.7629089355469]",101443_shirt.jpg
101443.jpg,shoe,"[180.948974609375, 529.7970581054688, 231.84127807617188, 597.6209106445312]",101443_shoe.jpg
101443.jpg,skirt,"[134.6432342529297, 246.754638671875, 267.409423828125, 380.4136962890625]",101443_skirt.jpg
101453.jpg,jacket,"[107.58853912353516, 177.09226989746094, 286.1639404296875, 331.1247253417969]",101453_jacket.jpg
101453.jpg,pants,"[150.3409423828125, 283.71881103515625, 237.2150421142578, 477.9356689453125]",101453_pants.jpg
101453.jpg,shirt,"[168.53030395507812, 184.64129638671875, 229.5247344970703, 292.67132568359375]",101453_shirt.jpg
101453.jpg,shoe,"[162.5745391845703, 483.03857421875, 199.05682373046875, 536.7655639648438]",101453_shoe.jpg
101691.jpg,bag,"[146.66868591308594, 205.79519653320312, 238.81419372558594, 336.9393005371094]",101691_bag.jpg
101691.jpg,jacket,"[197.89613342285156, 106.46517181396484, 363.68359375, 334.7378234863281]",101691_jacket.jpg
101723.jpg,dress,"[135.36705017089844, 78.48815155029297, 284.76666259765625, 350.9465026855469]",101723_dress.jpg
101723.jpg,shoe,"[201.11485290527344, 518.6634521484375, 282.29107666015625, 597.282470703125]",101723_shoe.jpg
10174.jpg,dress,"[151.5203399658203, 200.4130859375, 345.5911865234375, 391.9787902832031]",10174_dress.jpg
10174.jpg,jacket,"[122.90109252929688, 145.65499877929688, 264.2303466796875, 306.902099609375]",10174_jacket.jpg
10174.jpg,shirt,"[122.25949096679688, 149.23968505859375, 266.1788024902344, 306.2782897949219]",10174_shirt.jpg
10174.jpg,shoe,"[146.5821533203125, 513.530029296875, 203.20201110839844, 564.1316528320312]",10174_shoe.jpg
101796.jpg,bag,"[98.4760513305664, 344.91680908203125, 191.2719268798828, 500.619384765625]",101796_bag.jpg
101796.jpg,jacket,"[129.21127319335938, 101.73118591308594, 292.6582946777344, 331.91119384765625]",101796_jacket.jpg
101796.jpg,pants,"[166.67840576171875, 261.0976257324219, 262.6600036621094, 525.9166259765625]",101796_pants.jpg
101796.jpg,shirt,"[182.31793212890625, 163.34010314941406, 259.58428955078125, 265.1830139160156]",101796_shirt.jpg
101805.jpg,bag,"[173.48602294921875, 307.876953125, 267.6814270019531, 425.8989562988281]",101805_bag.jpg
101805.jpg,jacket,"[163.86212158203125, 168.5028076171875, 291.5597229003906, 328.3902893066406]",101805_jacket.jpg
101805.jpg,shoe,"[182.91387939453125, 492.8605651855469, 259.6648254394531, 527.7147827148438]",101805_shoe.jpg
101957.jpg,bag,"[86.54393768310547, 257.0343017578125, 184.58514404296875, 437.46697998046875]",101957_bag.jpg
101957.jpg,jacket,"[137.4090576171875, 121.10585021972656, 340.57952880859375, 317.44464111328125]",101957_jacket.jpg
101957.jpg,shirt,"[167.6763916015625, 153.3065948486328, 272.76812744140625, 354.53265380859375]",101957_shirt.jpg
101957.jpg,shorts,"[179.03140258789062, 340.5060729980469, 267.8849182128906, 417.5901184082031]",101957_shorts.jpg
102134.jpg,pants,"[149.253662109375, 218.1786346435547, 253.13182067871094, 563.2158203125]",102134_pants.jpg
102134.jpg,shirt,"[70.4658432006836, 106.19602966308594, 267.314453125, 250.6869659423828]",102134_shirt.jpg
102162.jpg,dress,"[178.4805450439453, 180.09259033203125, 265.3970642089844, 340.9772644042969]",102162_dress.jpg
102162.jpg,shoe,"[195.2928466796875, 504.2251281738281, 257.3997802734375, 558.402587890625]",102162_shoe.jpg
102182.jpg,jacket,"[240.40652465820312, 127.5394287109375, 369.8809814453125, 263.244873046875]",102182_jacket.jpg
102182.jpg,pants,"[227.12892150878906, 214.59889221191406, 345.41204833984375, 477.8452453613281]",102182_pants.jpg
102182.jpg,shirt,"[252.12472534179688, 126.65459442138672, 366.6819152832031, 246.17202758789062]",102182_shirt.jpg
102182.jpg,shoe,"[234.60040283203125, 498.3838195800781, 311.4259948730469, 535.0808715820312]",102182_shoe.jpg
10225.jpg,bag,"[99.05680084228516, 222.6919403076172, 166.4263153076172, 357.4181823730469]",10225_bag.jpg
10225.jpg,pants,"[135.8639373779297, 219.7287139892578, 238.97344970703125, 495.7517395019531]",10225_pants.jpg
10225.jpg,shirt,"[99.33048248291016, 124.1623764038086, 251.2033233642578, 233.0249481201172]",10225_shirt.jpg
10225.jpg,shoe,"[119.77143859863281, 494.668212890625, 190.6460418701172, 573.6054077148438]",10225_shoe.jpg
10226.jpg,jacket,"[88.31010437011719, 102.2794189453125, 272.3371887207031, 297.3668518066406]",10226_jacket.jpg
10226.jpg,pants,"[145.01641845703125, 256.5163879394531, 250.90452575683594, 507.5328674316406]",10226_pants.jpg
10226.jpg,shirt,"[160.6472625732422, 136.66627502441406, 229.296142578125, 259.8337097167969]",10226_shirt.jpg
10226.jpg,shoe,"[168.4360809326172, 509.1029968261719, 221.54840087890625, 578.0886840820312]",10226_shoe.jpg
102284.jpg,shirt,"[166.57373046875, 117.3162612915039, 336.592041015625, 273.3629455566406]",102284_shirt.jpg
102358.jpg,bag,"[146.1291046142578, 325.8339538574219, 205.87774658203125, 416.9023132324219]",102358_bag.jpg
102358.jpg,dress,"[156.0511016845703, 111.62820434570312, 287.4530029296875, 373.8309326171875]",102358_dress.jpg
102358.jpg,shoe,"[180.05259704589844, 485.576171875, 239.18917846679688, 566.6199951171875]",102358_shoe.jpg
102400.jpg,shirt,"[64.9015884399414, 110.86769104003906, 187.74322509765625, 273.9072265625]",102400_shirt.jpg
102400.jpg,shoe,"[116.25015258789062, 508.30706787109375, 206.9567413330078, 596.1411743164062]",102400_shoe.jpg
102400.jpg,shorts,"[66.44189453125, 257.625, 197.10641479492188, 348.4593811035156]",102400_shorts.jpg
102478.jpg,pants,"[126.66370391845703, 340.1286315917969, 258.9332580566406, 565.974609375]",102478_pants.jpg
102478.jpg,shirt,"[140.33929443359375, 228.0702667236328, 267.888916015625, 357.2926940917969]",102478_shirt.jpg
1025.jpg,dress,"[150.6243133544922, 140.81292724609375, 289.5526428222656, 468.5213623046875]",1025_dress.jpg
102541.jpg,dress,"[148.545654296875, 227.06539916992188, 234.28692626953125, 400.9311218261719]",102541_dress.jpg
102541.jpg,jacket,"[120.66151428222656, 162.10841369628906, 256.20965576171875, 384.75537109375]",102541_jacket.jpg
102541.jpg,shoe,"[138.11749267578125, 482.8406066894531, 195.17779541015625, 552.8255004882812]",102541_shoe.jpg
102551.jpg,bag,"[213.07546997070312, 329.5689392089844, 317.5386657714844, 471.4891357421875]",102551_bag.jpg
102551.jpg,shirt,"[147.40411376953125, 128.40499877929688, 297.7222595214844, 268.8476257324219]",102551_shirt.jpg
102551.jpg,shoe,"[150.00961303710938, 531.8446044921875, 219.60134887695312, 581.3072509765625]",102551_shoe.jpg
102551.jpg,shorts,"[161.7323760986328, 243.3701934814453, 280.2393798828125, 345.5259704589844]",102551_shorts.jpg
102554.jpg,shirt,"[131.2473907470703, 107.2596435546875, 260.4270324707031, 309.7773132324219]",102554_shirt.jpg
102554.jpg,shoe,"[141.3441162109375, 490.983154296875, 288.75115966796875, 565.6017456054688]",102554_shoe.jpg
102554.jpg,skirt,"[117.4948959350586, 262.16046142578125, 240.14175415039062, 382.0690002441406]",102554_skirt.jpg
102581.jpg,shirt,"[105.66936492919922, 180.55633544921875, 246.95970153808594, 339.19390869140625]",102581_shirt.jpg
102581.jpg,shoe,"[118.28437042236328, 532.9325561523438, 186.61712646484375, 591.0784301757812]",102581_shoe.jpg
102581.jpg,shorts,"[103.6499252319336, 330.8359680175781, 216.46463012695312, 417.3674621582031]",102581_shorts.jpg
10280.jpg,bag,"[97.57740020751953, 276.2539367675781, 166.87652587890625, 413.8389587402344]",10280_bag.jpg
10280.jpg,pants,"[148.30873107910156, 216.5390167236328, 257.0988464355469, 495.09600830078125]",10280_pants.jpg
10280.jpg,shirt,"[178.9836883544922, 145.37432861328125, 252.48519897460938, 227.5879364013672]",10280_shirt.jpg
10280.jpg,shoe,"[180.15386962890625, 523.6660766601562, 228.25245666503906, 574.6574096679688]",10280_shoe.jpg
102817.jpg,bag,"[104.52537536621094, 299.7919921875, 172.79818725585938, 468.62481689453125]",102817_bag.jpg
102817.jpg,jacket,"[136.06788635253906, 82.64160919189453, 324.14007568359375, 291.2840576171875]",102817_jacket.jpg
102817.jpg,shirt,"[187.95452880859375, 128.00794982910156, 247.6768341064453, 231.95431518554688]",102817_shirt.jpg
102817.jpg,shoe,"[153.63241577148438, 560.5135498046875, 236.8231658935547, 597.55810546875]",102817_shoe.jpg
102817.jpg,skirt,"[155.36434936523438, 227.0908966064453, 286.0447692871094, 376.14398193359375]",102817_skirt.jpg
102867.jpg,shirt,"[138.6061553955078, 108.69413757324219, 280.5885314941406, 230.0015869140625]",102867_shirt.jpg
102867.jpg,shoe,"[170.41421508789062, 528.7943115234375, 243.30528259277344, 593.352294921875]",102867_shoe.jpg
102867.jpg,skirt,"[96.05863189697266, 210.66033935546875, 249.99696350097656, 381.2059020996094]",102867_skirt.jpg
102919.jpg,bag,"[252.0792236328125, 208.53402709960938, 379.79412841796875, 422.03521728515625]",102919_bag.jpg
102919.jpg,hat,"[213.83438110351562, 23.69305992126465, 292.57080078125, 77.5897445678711]",102919_hat.jpg
102919.jpg,jacket,"[105.3746109008789, 96.5398178100586, 306.77740478515625, 283.7072448730469]",102919_jacket.jpg
102919.jpg,shirt,"[104.45597839355469, 94.53450775146484, 301.8426208496094, 257.02972412109375]",102919_shirt.jpg
102919.jpg,shoe,"[186.02294921875, 525.254638671875, 294.7501220703125, 584.578369140625]",102919_shoe.jpg
102919.jpg,skirt,"[163.90399169921875, 216.89273071289062, 308.343017578125, 492.8641052246094]",102919_skirt.jpg
102944.jpg,bag,"[63.801292419433594, 192.3115997314453, 176.98684692382812, 339.91461181640625]",102944_bag.jpg
102944.jpg,pants,"[139.7661590576172, 265.7606201171875, 237.50648498535156, 493.08612060546875]",102944_pants.jpg
102944.jpg,shirt,"[138.13697814941406, 128.3120880126953, 261.1217041015625, 276.0960998535156]",102944_shirt.jpg
102944.jpg,shoe,"[159.57383728027344, 489.0802307128906, 213.46942138671875, 543.7224731445312]",102944_shoe.jpg
102949.jpg,bag,"[119.45262145996094, 270.0999450683594, 206.29095458984375, 344.91046142578125]",102949_bag.jpg
102949.jpg,pants,"[157.19139099121094, 261.3834228515625, 254.3080291748047, 492.4228210449219]",102949_pants.jpg
102949.jpg,shirt,"[146.156494140625, 115.68385314941406, 286.6320495605469, 284.0651550292969]",102949_shirt.jpg
102949.jpg,shoe,"[177.97666931152344, 505.5532531738281, 232.64903259277344, 571.4618530273438]",102949_shoe.jpg
103060.jpg,shirt,"[145.44017028808594, 167.4644317626953, 227.39988708496094, 250.76243591308594]",103060_shirt.jpg
103060.jpg,shoe,"[138.30148315429688, 459.866943359375, 196.60971069335938, 546.3473510742188]",103060_shoe.jpg
103060.jpg,shorts,"[136.7991943359375, 243.37330627441406, 227.30995178222656, 357.51361083984375]",103060_shorts.jpg
103060.jpg,skirt,"[139.19427490234375, 244.72256469726562, 226.80178833007812, 355.2010803222656]",103060_skirt.jpg
103062.jpg,jacket,"[111.21282958984375, 107.12638854980469, 292.499755859375, 350.6863098144531]",103062_jacket.jpg
103062.jpg,pants,"[111.86186218261719, 334.6406555175781, 237.8609161376953, 576.3814086914062]",103062_pants.jpg
103062.jpg,shoe,"[109.81319427490234, 526.27978515625, 211.33872985839844, 581.5179443359375]",103062_shoe.jpg
103084.jpg,bag,"[226.35934448242188, 311.2716979980469, 307.2137145996094, 420.93408203125]",103084_bag.jpg
103084.jpg,dress,"[130.96189880371094, 101.50922393798828, 271.7207946777344, 375.77618408203125]",103084_dress.jpg
103084.jpg,shoe,"[155.13999938964844, 498.1487731933594, 221.08883666992188, 584.9653930664062]",103084_shoe.jpg
10312.jpg,shirt,"[161.4228973388672, 132.44076538085938, 262.2912292480469, 233.494873046875]",10312_shirt.jpg
10312.jpg,shoe,"[204.43096923828125, 531.3628540039062, 250.3572998046875, 594.8545532226562]",10312_shoe.jpg
10312.jpg,skirt,"[139.06112670898438, 220.52667236328125, 285.7301025390625, 362.2295227050781]",10312_skirt.jpg
103194.jpg,bag,"[110.13841247558594, 275.7986755371094, 161.91734313964844, 336.22576904296875]",103194_bag.jpg
103194.jpg,pants,"[147.4190673828125, 231.78997802734375, 249.008056640625, 493.4923400878906]",103194_pants.jpg
103194.jpg,shirt,"[112.6345443725586, 86.78820037841797, 297.6658935546875, 282.8488464355469]",103194_shirt.jpg
103194.jpg,shoe,"[159.81031799316406, 483.2955017089844, 222.10125732421875, 558.3970947265625]",103194_shoe.jpg
103365.jpg,jacket,"[92.44332122802734, 98.10842895507812, 268.0982666015625, 284.81201171875]",103365_jacket.jpg
103365.jpg,shirt,"[92.08702850341797, 99.39286804199219, 265.95257568359375, 288.0634765625]",103365_shirt.jpg
103365.jpg,skirt,"[113.84626770019531, 209.0895538330078, 248.20616149902344, 329.37286376953125]",103365_skirt.jpg
103368.jpg,bag,"[152.4390869140625, 271.1523132324219, 248.70492553710938, 346.01324462890625]",103368_bag.jpg
103368.jpg,dress,"[145.20700073242188, 106.0709228515625, 293.6161804199219, 341.509521484375]",103368_dress.jpg
103371.jpg,hat,"[206.93975830078125, 0.19965022802352905, 296.70599365234375, 60.36305618286133]",103371_hat.jpg
103371.jpg,jacket,"[148.25408935546875, 65.0757827758789, 329.8381042480469, 287.8571472167969]",103371_jacket.jpg
103371.jpg,shorts,"[173.4930419921875, 222.90818786621094, 284.5584716796875, 342.61798095703125]",103371_shorts.jpg
103419.jpg,bag,"[159.53038024902344, 299.0742492675781, 211.4542694091797, 413.09429931640625]",103419_bag.jpg
103419.jpg,pants,"[197.96751403808594, 245.2670440673828, 282.90826416015625, 462.7322692871094]",103419_pants.jpg
103419.jpg,shirt,"[200.6796875, 166.03515625, 285.4371643066406, 253.28555297851562]",103419_shirt.jpg
103419.jpg,shoe,"[214.01992797851562, 461.6038818359375, 264.6573486328125, 507.6982421875]",103419_shoe.jpg
103483.jpg,shirt,"[88.77423858642578, 186.97360229492188, 181.47474670410156, 292.0757141113281]",103483_shirt.jpg
103483.jpg,shoe,"[137.8188018798828, 520.5708618164062, 193.8601531982422, 587.0701904296875]",103483_shoe.jpg
103483.jpg,skirt,"[64.26078796386719, 285.9989929199219, 225.55014038085938, 402.9912414550781]",103483_skirt.jpg
103631.jpg,bag,"[81.6371078491211, 431.06243896484375, 156.16920471191406, 570.4227905273438]",103631_bag.jpg
103631.jpg,dress,"[112.88201904296875, 95.16209411621094, 279.1360778808594, 373.9381103515625]",103631_dress.jpg
103650.jpg,shirt,"[116.85580444335938, 151.3790283203125, 204.90892028808594, 233.87022399902344]",103650_shirt.jpg
103650.jpg,shoe,"[138.899658203125, 485.4037780761719, 182.51136779785156, 517.4385375976562]",103650_shoe.jpg
103650.jpg,skirt,"[119.29102325439453, 228.09823608398438, 206.72117614746094, 344.845947265625]",103650_skirt.jpg
10376.jpg,dress,"[69.03243255615234, 198.6141815185547, 220.9048309326172, 397.59033203125]",10376_dress.jpg
10376.jpg,shoe,"[121.07952880859375, 539.3925170898438, 163.49623107910156, 598.4107666015625]",10376_shoe.jpg
10376.jpg,skirt,"[69.44535064697266, 260.1899719238281, 216.9049072265625, 398.50262451171875]",10376_skirt.jpg
103777.jpg,jacket,"[154.69793701171875, 132.2423553466797, 303.5812072753906, 282.2456970214844]",103777_jacket.jpg
103777.jpg,pants,"[177.28843688964844, 241.37924194335938, 279.6015319824219, 545.8991088867188]",103777_pants.jpg
103789.jpg,dress,"[154.45335388183594, 144.5583953857422, 328.19329833984375, 363.1134338378906]",103789_dress.jpg
103789.jpg,jacket,"[137.3916778564453, 114.71914672851562, 313.9980163574219, 336.01446533203125]",103789_jacket.jpg
103801.jpg,jacket,"[146.44967651367188, 129.33135986328125, 299.69537353515625, 317.6565856933594]",103801_jacket.jpg
103801.jpg,pants,"[173.28250122070312, 273.087158203125, 257.9671325683594, 484.9486083984375]",103801_pants.jpg
103801.jpg,shirt,"[196.10154724121094, 177.96047973632812, 251.5260009765625, 275.2006530761719]",103801_shirt.jpg
103801.jpg,shoe,"[185.95750427246094, 495.7029113769531, 233.68215942382812, 534.0244140625]",103801_shoe.jpg
103819.jpg,bag,"[111.32656860351562, 343.9971008300781, 149.64588928222656, 472.03765869140625]",103819_bag.jpg
103819.jpg,shirt,"[129.0579833984375, 122.08834838867188, 269.3877868652344, 280.7987976074219]",103819_shirt.jpg
103819.jpg,shoe,"[127.51721954345703, 536.594970703125, 225.5681915283203, 600.0]",103819_shoe.jpg
103819.jpg,shorts,"[135.80030822753906, 274.19427490234375, 262.6846008300781, 353.0670471191406]",103819_shorts.jpg
103948.jpg,bag,"[106.52519989013672, 363.3726501464844, 172.19940185546875, 448.1638488769531]",103948_bag.jpg
103948.jpg,jacket,"[137.4462890625, 114.22636413574219, 277.0665588378906, 264.6381530761719]",103948_jacket.jpg
103948.jpg,pants,"[144.74444580078125, 252.35818481445312, 262.8119812011719, 511.49029541015625]",103948_pants.jpg
103948.jpg,shirt,"[163.8938751220703, 133.19464111328125, 241.2053680419922, 258.8980407714844]",103948_shirt.jpg
103948.jpg,shoe,"[180.42576599121094, 525.1034545898438, 250.44192504882812, 564.70166015625]",103948_shoe.jpg
103989.jpg,shirt,"[79.13005828857422, 159.41651916503906, 220.93429565429688, 289.2386169433594]",103989_shirt.jpg
103989.jpg,skirt,"[76.99725341796875, 248.3465118408203, 224.9231414794922, 398.96270751953125]",103989_skirt.jpg
103992.jpg,dress,"[160.68492126464844, 133.97784423828125, 307.4130554199219, 407.87896728515625]",103992_dress.jpg
103992.jpg,shoe,"[186.83999633789062, 485.56964111328125, 245.72181701660156, 568.2476196289062]",103992_shoe.jpg
